"","CHR","BP","SNP_ID","Var"
"912",6,58333974,"BTA-97854-no-rs",0.164892469
"913",6,58528228,"Hapmap55170-rs29017690",0.1118230144
"914",6,61487026,"BTB-01211574",0.1647695909
"915",6,61515144,"ARS-BFGL-NGS-69759",0.1598940975
"916",6,61539588,"BTB-01211501",0.1294167054
"917",6,61581893,"BTB-01857634",0.1283943648
"918",6,61625983,"ARS-BFGL-NGS-41007",0.1434673644
"919",6,61697427,"Hapmap26181-BTA-156071",0.1285646891
"920",6,61752222,"ARS-BFGL-NGS-103013",0.1193961189
"921",6,68896760,"BTA-76705-no-rs",0.1103173074
"922",6,68932249,"ARS-BFGL-NGS-92044",0.1666872159
"923",6,69030825,"ARS-BFGL-NGS-47876",0.1320536535
"924",6,69054945,"ARS-BFGL-NGS-40712",0.1097742066
"925",6,69278302,"BTA-76627-no-rs",0.1008279622
"926",6,70387975,"Hapmap32219-BTC-042322",0.1258112005
"927",6,70431058,"Hapmap23983-BTC-070420",0.1183435252
"928",6,71703879,"ARS-BFGL-NGS-106835",0.1882817082
"929",6,71795922,"Hapmap51492-BTA-76637",0.2055839304
"930",6,71910070,"BTB-00261083",0.2768334526
"931",6,71951614,"ARS-BFGL-NGS-117025",0.2975765451
"932",6,71974040,"Hapmap52482-ss46526125",0.2380616738
"933",6,72022899,"Hapmap43042-BTA-76779",0.1927788449
"934",6,72092553,"Hapmap24088-BTA-144179",0.2281654216
"935",6,72153601,"BTB-00263396",0.2273602676
"936",6,72189556,"BTB-00263355",0.1805113652
"937",6,72227266,"ARS-BFGL-NGS-69314",0.1594466621
"938",6,72267108,"Hapmap50775-BTA-76767",0.2035221917
"939",6,72349944,"ARS-BFGL-NGS-55843",0.1029125211
"940",6,72385883,"BTB-00263321",0.1734409412
"941",6,80246429,"Hapmap24323-BTC-053517",0.1378393272
"942",6,80285424,"Hapmap25412-BTC-031860",0.1167958292
"943",6,80405653,"ARS-BFGL-NGS-114989",0.1172439855
"944",6,8553220,"BTA-104962-no-rs",0.1316474848
"945",6,8630173,"BTB-01068898",0.231343618
"946",6,87090740,"ARS-BFGL-NGS-17376",0.1239016062
"947",6,87266808,"BTA-68275-no-rs",0.1021252737
"948",6,8727520,"Hapmap33379-BTA-153882",0.1893140006
"949",6,87369626,"BTA-22106-no-rs",0.1145327881
"950",6,87399244,"Hapmap39786-BTA-86142",0.1079784533
"951",6,87437717,"Hapmap51409-BTA-122717",0.1253505513
"952",6,87497222,"ARS-BFGL-NGS-28041",0.1188147305
"953",6,8794456,"Hapmap44182-BTA-104972",0.1886211474
"954",6,8881200,"ARS-BFGL-NGS-54017",0.2055333517
"955",6,9049173,"BTB-01645485",0.2081017197
"956",6,9142299,"BTB-01069210",0.234600292
"957",6,9166519,"BTB-01069292",0.1925586249
"958",6,9189316,"BTB-02016906",0.1212116556
"959",6,92805395,"ARS-BFGL-NGS-32227",0.1054155958
"960",7,108633936,"ARS-BFGL-NGS-16396",0.1536596575
"961",7,108657867,"Hapmap53611-rs29011370",0.1006226767
"962",7,12380941,"UA-IFASA-1667",0.1199814176
"963",7,19224812,"ARS-BFGL-NGS-7483",0.1334097959
"964",7,19288283,"ARS-BFGL-NGS-14531",0.1301182306
"965",7,19339413,"ARS-BFGL-NGS-104684",0.1167100232
"966",7,19419542,"BTB-00296762",0.1044469474
"967",7,19679690,"ARS-BFGL-NGS-20402",0.1000972948
"968",7,30718129,"BTB-00303128",0.1109728322
"969",7,30756401,"BTA-78751-no-rs",0.1146856757
"970",7,30842216,"BTB-00303295",0.148154611
"971",7,30893983,"ARS-BFGL-NGS-104708",0.2209090585
"972",7,31053463,"BTB-00303899",0.1711270718
"973",7,31097653,"Hapmap40159-BTA-104763",0.2077344395
"974",7,31159216,"ARS-BFGL-NGS-77121",0.2198390026
"975",7,31184677,"BTB-01571406",0.2276939805
"976",7,31220790,"BTB-01518845",0.228538817
"977",7,31271517,"ARS-BFGL-NGS-64145",0.1682386295
"978",7,31322240,"BTA-121460-no-rs",0.122561631
"979",7,31343335,"Hapmap57685-rs29016545",0.117042469
"980",7,33854683,"Hapmap44527-BTA-17793",0.1330843487
"981",7,33929533,"UA-IFASA-4938",0.1227759092
"982",7,34096243,"Hapmap42755-BTA-99683",0.1027942763
"983",7,34168848,"ARS-BFGL-NGS-118984",0.1405064164
"984",7,34195094,"ARS-BFGL-NGS-76864",0.1365810409
"985",7,34220737,"Hapmap52098-rs29017346",0.1072546598
"986",7,51178102,"Hapmap44410-BTA-78928",0.1162805363
"987",7,52464625,"ARS-BFGL-NGS-15368",0.1284217192
"988",7,52731403,"ARS-BFGL-NGS-11368",0.1460460081
"989",7,52773163,"ARS-BFGL-NGS-3839",0.2226008602
"990",7,52843633,"ARS-BFGL-NGS-114525",0.1205873138
"991",7,52886233,"ARS-BFGL-NGS-105148",0.1449114648
"992",7,55135068,"BTB-01175783",0.1146606414
"993",7,55186678,"BTB-01175761",0.1803619763
"994",7,55234250,"BTB-00311362",0.2442887529
"995",7,55393142,"Hapmap54976-rs29019286",0.2443251719
"996",7,55416080,"ARS-BFGL-NGS-22197",0.2226449758
"997",7,55541674,"BTA-88472-no-rs",0.1533915825
"998",7,55567655,"ARS-BFGL-NGS-65670",0.1557251316
"999",7,55613829,"ARS-BFGL-NGS-107103",0.1697591935
"1000",7,55634474,"BTB-01641665",0.1431795104
"1001",7,63935354,"ARS-BFGL-NGS-6029",0.1536041166
"1002",7,64065612,"BTA-28702-no-rs",0.1308118462
"1003",7,64160880,"Hapmap35285-BES4_Contig405_551",0.212679895
"1004",7,64216054,"BTA-12698-rs29024650",0.1600284286
"1005",7,64258130,"Hapmap41494-BTA-28685",0.21905317
"1006",7,64285750,"BTA-28679-no-rs",0.1992011175
"1007",7,64307708,"BTB-01880776",0.1580737115
"1008",7,64332584,"BTB-01880736",0.2196837213
"1009",7,64375368,"BTA-28678-no-rs",0.154111834
"1010",7,64398006,"BTB-01105928",0.1080260723
"1011",7,72482132,"BTB-01217667",0.1735299395
"1012",7,72518376,"Hapmap50873-BTA-112610",0.2752413448
"1013",7,72563728,"BTB-01217507",0.2337061471
"1014",7,72593664,"BTB-01217472",0.2390748228
"1015",7,72621717,"Hapmap48186-BTA-112617",0.2037375006
"1016",7,72657448,"ARS-BFGL-NGS-37793",0.1674677709
"1017",7,72693116,"ARS-BFGL-NGS-102365",0.1365016351
"1018",7,72828445,"ARS-BFGL-NGS-107513",0.1127418671
"1019",7,72852260,"Hapmap48995-BTA-103787",0.1183161438
"1020",7,73473535,"Hapmap55033-rs29016821",0.121032904
"1021",7,73507133,"BTB-00319733",0.1520349635
"1022",7,73539906,"BTB-00319743",0.1352915706
"1023",7,73574389,"BTB-00319755",0.1163383785
"1024",7,73605674,"BTB-00319838",0.1194296999
"1025",7,73607632,"BTB-00319857",0.1257561459
"1026",7,73637074,"Hapmap34667-BES3_Contig253_417",0.1501762258
"1027",7,90688919,"ARS-BFGL-NGS-101886",0.1170777561
"1028",7,97603739,"ARS-BFGL-NGS-42763",0.1486863157
"1029",7,97813968,"BTB-00327062",0.1248128778
"1030",7,97980945,"ARS-BFGL-NGS-96074",0.1293739058
"1031",8,25725277,"BTB-01051883",0.1129557311
"1032",8,25753902,"Hapmap58082-rs29010933",0.1830821909
"1033",8,25802651,"BTB-01051794",0.2412612117
"1034",8,25830738,"Hapmap49881-BTA-120681",0.1891494981
"1035",8,25858677,"BTA-27527-no-rs",0.1284104053
"1036",8,36246265,"ARS-BFGL-NGS-52657",0.1099826282
"1037",8,55004187,"BTB-01820765",0.1480942234
"1038",8,55190206,"Hapmap54208-rs29015846",0.1716330687
"1039",8,55218811,"Hapmap54541-rs29014049",0.254972228
"1040",8,55298755,"BTA-107975-no-rs",0.1676212635
"1041",8,55323946,"BTB-01616745",0.1450458168
"1042",8,55376512,"ARS-BFGL-NGS-76732",0.145058796
"1043",8,55433879,"BTB-02017947",0.1047508658
"1044",8,65038546,"ARS-BFGL-NGS-15846",0.1267777169
"1045",8,65108782,"ARS-BFGL-NGS-111488",0.112768434
"1046",8,65148173,"BTB-00950285",0.1042635887
"1047",8,70893052,"Hapmap39948-BTA-81787",0.1076591932
"1048",9,10112014,"ARS-BFGL-NGS-57285",0.2085905052
"1049",9,10139748,"ARS-BFGL-NGS-37889",0.164094705
"1050",9,10221793,"ARS-BFGL-NGS-93995",0.1460169828
"1051",9,32128416,"BTB-00386288",0.1029363916
"1052",9,50084516,"BTA-83709-no-rs",0.1075781427
"1053",9,50127680,"UA-IFASA-4980",0.1619501674
"1054",9,50156167,"BTB-00392462",0.1928335368
"1055",9,50193250,"Hapmap49336-BTA-83713",0.1790576502
"1056",9,50223504,"BTB-00392496",0.226404046
"1057",9,50246135,"Hapmap44146-BTA-83959",0.1558062212
"1058",9,50288536,"BTB-00397090",0.2264369095
"1059",9,50316056,"BTB-00397064",0.1677944196
"1060",9,50453292,"ARS-BFGL-NGS-101365",0.1100639147
"1061",9,76708517,"ARS-BFGL-NGS-116465",0.1330889164
"1062",9,76804356,"ARS-BFGL-NGS-10386",0.1289856168
"1063",9,76843457,"BTA-16148-no-rs",0.1179626635
"1064",9,87454872,"BTB-02079832",0.1128078439
"1065",9,87701436,"Hapmap58334-rs29012728",0.1102492292
"1066",9,87737922,"ARS-BFGL-NGS-28183",0.1508794221
"1067",9,87761731,"BTB-00865957",0.1274192392
"1068",9,87784500,"BTA-56201-no-rs",0.1827472357
"1069",9,87813977,"ARS-BFGL-NGS-6332",0.1002053292
"1070",9,87859682,"Hapmap43079-BTA-84708",0.1233976167
"1071",9,88080504,"Hapmap50128-BTA-84697",0.1210155562
"1072",9,88113326,"ARS-BFGL-NGS-92851",0.1544751636
"1073",9,88160188,"Hapmap58876-ss46526986",0.2696323759
"1074",9,88210465,"BTB-00405541",0.2575875625
"1075",9,88254314,"BTB-00405487",0.2377826854
"1076",9,88276948,"ARS-BFGL-NGS-18187",0.2077460683
"1077",9,88414100,"ARS-BFGL-NGS-97743",0.2119305819
"1078",9,88532524,"ARS-BFGL-NGS-55625",0.1704413836
"1079",9,88561108,"ARS-BFGL-NGS-66371",0.1986768547
"1080",9,88598336,"BTB-00404975",0.1651225629
"1081",9,88636634,"BTB-00404912",0.1047741447
"1082",9,9212931,"ARS-BFGL-NGS-77146",0.1113365519
"1083",9,9302225,"ARS-BFGL-NGS-100620",0.1757816786
"1084",9,9339314,"Hapmap57776-rs29013550",0.161622329
"1085",9,9595607,"ARS-BFGL-NGS-85616",0.2346045591
"1086",9,96291120,"ARS-BFGL-NGS-119644",0.1188890625
"1087",9,9643273,"ARS-BFGL-NGS-5339",0.2329211128
"1088",9,9907258,"Hapmap41153-BTA-110528",0.2362672662
"1089",9,9952764,"ARS-BFGL-NGS-15799",0.218126907
